"Date" "ANTO" "ARM" "BARC" "BATS" "BG" "BLT" "BP" "BSY" "BTa" "CNA" "CRDA" "DGE" "GSK" "HSBA" "ITV" "LGEN" "LLOY" "MKS" "MRW" "NG" "OML" "PRU" "RBS" "RDSB" "RIO" "RR" "RSA" "TSCO" "ULVR" "VOD"
"2012-01-03" 1267.38 596.3 178.25 2843.12 1389.7 1773.17 429.58 690.92 187.94 271.09 1748.85 1358.58 1359.5 461.6 67.31 96.21 27.04 295.41 306.35 564.43 168.09 607.52 2101 2254.11 3116.91 0.06 94.33 381.94 2061.39 164.36
"2012-01-04" 1232.42 586.92 180.21 2829.73 1390.68 1757.16 431.77 679.74 186.9 271 1737.42 1343.36 1358.13 457.12 67.98 95.31 26.59 287.76 300.47 563.09 167.25 606.11 2076 2245.01 3132.84 0.06 94.68 376.6 2030.32 163.68
"2012-01-05" 1226.59 602.23 175.71 2800.18 1391.65 1735.81 432.32 671.36 183.97 265.34 1730.76 1346.22 1357.21 454.93 66.45 93.23 26.35 285.34 295.14 547.89 165.33 596.69 2027 2217.71 3113.16 0.06 93.54 365.83 2043.5 161.23
"2012-01-06" 1233.39 601.73 178.35 2805.26 1417.43 1734.03 435.05 662.52 185.01 262.15 1737.42 1345.74 1370.95 455.48 68.27 94.31 27.11 289.54 290.75 544.77 167.37 600.46 2051 2255.47 3106.13 0.06 94.5 363.04 1999.24 163.23
"2012-01-09" 1198.43 605.19 170.4 2779.41 1416.46 1732.69 431.91 658.33 185.39 261.05 1737.42 1347.17 1314.17 449.26 67.31 93.32 26.19 287.49 290.94 557.73 164.97 599.05 2007 2248.19 3103.78 0.06 93.72 362.63 2010.54 161.04
"2012-01-10" 1258.64 596.3 180.16 2796.49 1437.86 1791.86 437.38 667.17 188.31 262.33 1788.83 1347.17 1300.43 461.42 68.7 96.85 27.31 296.06 289.26 564.43 167.85 614.12 2113 2265.03 3213.93 0.06 95.38 362.21 2025.61 162.55
"2012-01-11" 1245.04 581 182.08 2749.39 1408.67 1806.98 433.46 659.26 190.2 258.95 1775.5 1330.99 1323.79 460.41 70.57 99.38 28.17 300.16 283.94 563.54 168.09 621.65 2179 2196.32 3270.64 0.06 95.64 357.56 1962.51 163.05
"2012-01-12" 1269.32 577.05 185.09 2760.94 1415.48 1828.33 437.29 649.48 188.5 255.94 1817.39 1331.47 1329.28 456.76 69.9 101.46 29.15 294.1 267.03 563.54 172.42 628.24 2300 2152.18 3325.48 0.06 97.92 300.4 1963.45 163.23
"2012-01-13" 1261.55 567.67 192.51 2742.47 1413.54 1819.44 434.37 645.29 192 258.22 1805.02 1322.43 1313.71 461.42 70.47 101.01 29.5 295.41 268.34 558.62 169.9 624.01 2410 2131.25 3338.14 0.06 96.25 294.22 1935.2 159.14
"2012-01-16" 1263.49 573.6 190.5 2760.94 1416.46 1850.58 435.92 636.44 195.96 258.86 1815.49 1337.65 1323.79 464.16 70.76 102.01 29.47 294.94 269.18 561.75 171.22 631.07 2442 2127.61 3364.39 0.06 96.17 290.09 1955.92 159.91
"2012-01-17" 1281.95 574.58 190.64 2740.62 1428.13 1886.61 439.52 634.58 194.26 261.42 1843.1 1332.9 1331.57 473.12 71.62 101.82 29.54 298.95 267.03 562.64 173.86 639.08 2485 2148.09 3462.81 0.06 95.47 294.87 1943.68 159.5
"2012-01-18" 1302.34 577.55 192.41 2735.54 1446.61 1901.73 439.02 642.03 192.47 260.14 1845 1333.37 1343.48 471.38 71.38 101.46 29.59 301.65 271.79 557.28 173.86 642.84 2484 2143.08 3478.28 0.06 93.63 298.12 1945.56 159.18
"2012-01-19" 1324.68 573.1 211.79 2675.52 1449.53 1920.42 439.98 620.61 191.71 258.59 1850.71 1313.87 1316.46 490.4 70.81 104.54 32.27 304.72 271.89 551.92 176.39 659.33 2706 2154.46 3494.69 0.06 94.68 303.7 1922.02 158.68
"2012-01-20" 1299.43 568.17 213.03 2698.15 1417.43 1891.06 426.3 625.27 193.98 258.5 1844.05 1325.29 1317.38 495.79 72.24 105.81 32.65 311.9 274.41 552.81 176.87 653.67 2744 2119.88 3453.91 0.06 94.68 305.55 1927.67 161
"2012-01-23" 1319.82 582.98 213.03 2722.62 1409.65 1920.86 434.74 633.18 194.64 257.68 1845.95 1320.05 1320.58 498.17 73.06 106.44 32.58 309.76 277.21 548.79 178.79 674.87 2814 2183.12 3502.19 0.06 95.29 311.13 1939.91 162.64
"2012-01-24" 1319.82 572.61 209.06 2728.62 1432.02 1894.17 435.37 635.05 197.09 262.33 1815.49 1340.03 1305.01 493.78 72.15 105.35 31.68 308.55 276.65 555.94 176.87 664.51 2705 2182.21 3468.44 0.06 95.29 306.48 1925.79 160.27
"2012-01-25" 1316.91 589.89 207.86 2713.84 1418.89 1894.17 432.77 626.2 195.77 263.24 1801.21 1349.07 1305.93 490.95 71.96 106.08 30.92 306.96 276.18 553.26 173.5 663.56 2675 2143.99 3479.22 0.06 94.15 299.84 1930.49 158.73
"2012-01-26" 1349.93 590.38 213.22 2743.85 1430.08 1956.9 434.78 625.27 196.15 266.34 1845.95 1352.4 1319.67 493.23 74.11 106.98 32.83 309.85 272.82 552.81 178.55 675.81 2767 2150.82 3649.36 0.06 94.68 299.98 1954.04 158.23
"2012-01-27" 1309.14 588.41 213.22 2727.7 1391.65 1935.1 423.65 630.39 192.09 266.62 1842.14 1342.89 1300.89 494.7 73.68 105.9 32.42 309.38 273.29 545.66 178.67 673.93 2774 2103.5 3571.56 0.06 93.54 297.89 1947.45 156.63
"2012-01-30" 1268.35 589.89 204.32 2735.54 1365.87 1913.75 418.09 619.68 191.15 265.98 1822.15 1349.07 1307.3 482.26 71.76 103.18 31.08 301.09 269.74 548.34 175.67 655.09 2676 2090.3 3560.77 0.06 92.14 297.2 1946.5 156.23
"2012-01-31" 1255.72 601.73 203.37 2693.53 1386.3 1888.83 429.4 642.5 192.09 267.71 1842.14 1333.85 1291.28 484.27 71.67 104.45 30.62 304.54 267.12 564.88 175.55 659.8 2662 2100.77 3566.87 0.06 92.75 296.82 1926.73 155.32
"2012-02-01" 1291.66 584.95 214.42 2766.94 1406.24 1934.65 440.48 635.05 194.92 271.18 1856.43 1362.39 1304.56 495.43 72.05 106.53 32.2 309.94 267.22 566.66 182.04 677.22 2774 2116.69 3667.17 0.06 94.94 298.54 1963.45 155.09
"2012-02-02" 1326.62 569.65 218.05 2759.09 1393.11 1952.89 435.83 638.77 194.36 269.72 1856.43 1360.01 1278.46 498.9 72.48 107.71 32.73 310.88 267.12 558.62 182.16 677.22 2840 2090.76 3731.38 0.06 95.99 296.27 1877.76 155.32
"2012-02-03" 1358.67 580.51 227.19 2809.88 1386.3 1963.12 441.85 651.34 202 274.56 1902.12 1389.98 1296.77 511.52 75.93 109.88 34.39 317.86 275.72 573.37 189.73 689.47 2869 2088.03 3738.42 0.06 98.62 303.37 1910.72 159.23
"2012-02-06" 1323.71 569.65 221.4 2833.89 1391.16 1957.34 446.45 641.56 203.89 274.1 1903.07 1402.35 1299.98 509.69 74.35 109.07 35.3 322.24 275.53 569.35 186.01 685.23 2879 2086.21 3699.04 0.06 98 301.65 1903.19 161.73
"2012-02-07" 1296.51 560.76 226.57 2855.58 1424.72 1939.55 443.67 651.34 203.04 276.2 1905.93 1402.35 1287.61 513.8 74.11 109.16 35.26 322.71 273.66 575.6 185.89 686.17 2888 2109.41 3627.33 0.06 98.62 306.07 1922.96 159.09
"2012-02-08" 1287.77 559.28 223.51 2846.35 1406.73 1895.06 446.64 644.36 200.77 268.72 1944.96 1390.46 1275.25 517 74.35 109.07 35.78 322.06 272.36 578.28 189.01 685.7 2909 2117.6 3631.08 0.06 98.53 305.93 1910.72 157.86
"2012-02-09" 1308.17 554.35 223.03 2859.28 1450.99 1881.72 449.97 652.74 201.53 265.98 1945.91 1396.64 1290.36 519.29 74.73 109.34 35.59 326.53 271.42 572.03 189.97 683.34 2881 2116.24 3576.24 0.06 98 301.38 1929.55 158.68
"2012-02-10" 1284.86 560.27 223.94 2870.82 1438.34 1830.56 447.14 646.22 202 263.24 1932.59 1411.39 1292.19 509.78 75.54 107.35 34.49 326.34 271.51 565.32 186.49 672.51 2791 2099.86 3535.93 0.06 96.43 297.8 1931.44 157
"2012-02-13" 1309.14 568.17 226.71 2889.75 1428.13 1852.8 452.34 651.81 203.61 265.98 1953.53 1429.94 1312.34 516 76.26 107.98 35.29 325.04 271.79 571.13 190.34 674.87 2810 2116.69 3604.83 0.06 98.18 296.64 1954.04 158.59
"2012-02-14" 1298.46 575.08 224.75 2905.91 1427.16 1843.46 451.24 650.41 202.66 266.44 1977.33 1436.12 1318.75 513.35 75.11 107.98 34.28 320.94 272.07 573.37 189.49 676.28 2665 2149 3494.22 0.06 97.48 291.76 1958.75 158.13
"2012-02-15" 1288.74 582.98 231.21 2904.06 1434.94 1827.44 449.12 642.96 201.53 266.53 1990.66 1433.27 1320.61 526.51 73.96 108.07 33.93 322.43 273.01 572.03 191.18 677.69 2699 2146 3452.5 0.06 98.53 295.34 1952.84 157.82
"2012-02-16" 1265.44 578.04 234.32 2906.83 1433.97 1814.54 449.26 642.03 200.49 266.98 1939.25 1427.09 1322 524.41 74.16 108.88 34.38 324.2 276.18 578.28 189.61 676.28 2675 2141.86 3406.1 0.06 97.48 297.47 1967.1 158.09
"2012-02-17" 1266.41 576.56 237.62 2876.36 1442.24 1799.86 450.55 638.77 202.66 268.17 1928.78 1425.66 1314.1 528.16 73.96 110.15 35.46 328.58 277.68 576.5 191.9 679.11 2760 2141.86 3395.32 0.06 99.4 295.25 1960.45 158.77
"2012-02-20" 1294.57 578.53 240.06 2874.98 1468.02 1848.35 460.04 640.63 203.51 271.45 1933.54 1425.18 1307.6 531.81 74.68 111.24 36.35 332.87 277.68 576.05 191.66 681.93 2848 2133.11 3474.06 0.06 100.19 298.64 1966.15 159.5
"2012-02-21" 1287.77 574.58 237.04 2875.44 1440.29 1850.58 458.61 642.5 203.89 269.81 2021.12 1411.39 1313.17 529.8 76.12 110.24 35.75 330.72 275.53 575.16 189.97 673.93 2821 2147.84 3467.97 0.06 99.4 299.7 1972.8 159.86
"2012-02-22" 1280.97 571.13 231.67 2892.98 1467.04 1856.8 457.92 641.1 202.95 267.8 2043.02 1427.09 1309.46 526.24 75.45 109.07 35.42 325.32 275.81 577.39 188.53 670.16 2733 2158.88 3433.29 0.06 98.44 292.92 1985.15 158.13
"2012-02-23" 1305.25 566.19 233.41 2892.98 1481.64 1858.14 456.44 640.17 203.42 270.27 2071.58 1429.46 1315.5 526.05 74.44 110.33 36.58 328.67 267.59 578.28 192.5 680.99 2872 2176.83 3459.07 0.06 93.63 292.41 1986.11 157.77
"2012-02-24" 1297.48 566.69 239.85 2887.44 1501.09 1844.35 457.23 640.63 204.36 272.46 2063.96 1421.85 1304.35 525.6 76.64 110.51 35.73 329.33 270.3 576.94 193.1 680.05 2853 2165.79 3440.79 0.06 95.2 295.52 1948.09 156.18
"2012-02-27" 1301.37 568.17 236.12 2916.99 1498.66 1858.58 462.3 637.37 205.59 271.36 2058.25 1428.04 1303.42 506.03 75.78 110.06 34.9 335.57 267.97 577.84 192.26 677.69 2794 2159.35 3470.31 0.06 95.47 295.34 1950.94 156.41
"2012-02-28" 1324.68 576.07 236.27 2927.15 1490.88 1885.72 460.08 638.31 203.79 274.47 2077.29 1434.22 1304.81 511.34 77.03 110.33 34.84 335.66 269.27 573.37 195.02 681.46 2832 2161.65 3497.03 0.06 96.08 295.71 1941.44 156.73
"2012-02-29" 1291.66 562.24 237.29 2933.61 1476.28 1842.84 453.73 623.87 202.95 277.39 2050.64 1446.34 1289.01 507.68 82.24 109.34 34.94 338.27 270.86 573.37 191.3 671.1 2792 2144.16 3412.14 0.06 95.64 293.57 1930.04 154
"2012-03-01" 1294.57 553.85 243.24 2976.09 1484.55 1851.43 457.41 628.06 205.4 278.12 2049.68 1461.25 1305.74 519.56 84.2 110.51 34.78 336.5 271.23 576.5 193.58 681.93 2775 2160.73 3422.13 0.06 96.95 297.2 1950.94 156.23
"2012-03-02" 1295.54 546.94 248.67 2962.7 1481.64 1836.51 457.5 637.84 204.46 279.39 2042.07 1447.3 1291.34 520.2 83.72 110.51 35.63 335.94 270.11 578.28 193.7 685.23 2804 2142.78 3389.29 0.06 97.13 295.57 1929.09 155.13
"2012-03-05" 1254.75 536.57 244.94 2959.47 1474.34 1782.69 464.97 635.98 203.79 283.13 2023.03 1469.43 1304.81 510.7 82.15 110.15 35.55 334.82 268.25 580.07 193.1 678.16 2738 2122.99 3257.9 0.06 97.04 294.13 1944.29 155.54
"2012-03-06" 1201.34 528.68 231.38 2947 1430.08 1749.23 451.61 636.44 199.26 279.3 2005.89 1451.15 1301.09 501.37 79.61 105.99 34.15 325.97 264.6 580.07 187.69 659.33 2617 2097.22 3195.07 0.06 94.85 288.33 1927.19 154.59
"2012-03-07" 1194.54 542.5 231.48 2968.75 1425.21 1772.74 454.05 643.89 199.64 280.67 2045.88 1453.08 1309.92 503.47 80.62 107.26 34.26 327.56 266 576.94 189.97 661.68 2616 2096.3 3208.4 0.06 94.77 289.21 1936.69 154.59
"2012-03-08" 1231.45 561.75 233.12 3004.36 1469.96 1798.52 455.61 646.22 204.08 280.58 2076.34 1465.58 1312.25 508.32 82.91 108.25 34.35 328.77 270.58 575.6 195.51 668.75 2635 2122.99 3294.08 0.06 95.38 291.72 1959.5 154.77
"2012-03-09" 1226.59 562.74 233.12 3038.08 1460.72 1830.17 455.11 648.55 206.53 283.96 2110.61 1483.38 1318.29 509.14 83.39 109.25 34.35 329.89 275.34 581.41 197.91 678.64 2620 2126.67 3340.73 0.06 95.29 295.62 1964.25 153.36
"2012-03-12" 1233.39 565.21 228.42 3062.77 1463.15 1821.13 456.77 646.69 204.46 282.77 2099.19 1493.96 1325.72 508.41 83.25 109.7 33.67 333.52 281.7 584.99 195.51 685.7 2537 2113.78 3285.04 0.06 95.64 296.27 2002.26 155.04
"2012-03-13" 1205.22 565.7 232.01 3081.76 1477.26 1851.43 459.67 653.2 205.59 286.6 2126.8 1493 1340.59 523.31 83.01 113.41 34.61 337.43 283 587.22 197.43 718.67 2576 2126.21 3363.58 0.06 96.95 297.75 2001.31 155.27
"2012-03-14" 1178.03 559.28 240.97 3074.16 1499.15 1809.37 459.85 647.62 205.78 288.7 2112.52 1479.05 1328.97 533.8 84.06 121.56 35.46 345.54 278.99 589.01 194.42 739.39 2656 2123.91 3313.12 0.06 98.7 301.7 1983.25 151.54
"2012-03-15" 1179 565.7 241.35 3078.91 1485.53 1830.63 454.05 645.75 203.7 288.06 2118.23 1471.35 1329.9 533.62 83.87 121.83 36.46 349.55 277.87 580.52 195.75 734.68 2647 2117.01 3377.39 0.06 99.84 298.82 1994.66 151.68
"2012-03-16" 1193.57 569.15 246 3071.79 1504.98 1840.58 451.65 643.43 203.51 287.33 2130.6 1466.54 1322.93 538.81 86.02 122.19 37.5 355.05 279.55 575.6 196.23 745.51 2814 2103.2 3406.9 0.06 100.98 305.09 1981.35 151.27
"2012-03-19" 1210.08 572.61 243.39 3065.14 1496.23 1852.33 452.67 642.03 205.21 285.42 2066.82 1459.33 1328.97 536.4 85.35 122.01 37.31 354.11 278.24 564.88 197.91 745.98 2917 2103.66 3441.17 0.06 100.63 307.41 1985.15 152.18
"2012-03-20" 1166.38 577.05 237.77 3036.18 1472.39 1777.26 446.08 637.37 203.89 285.23 2032.55 1455.48 1332.23 524.8 83.1 122.19 36.19 354.11 279.92 563.98 195.27 729.97 2863 2084.33 3298.37 0.06 100.63 309.04 1961.4 155.32
"2012-03-21" 1157.64 585.94 237 3066.57 1468.5 1760.98 443.73 640.17 205.4 286.33 2052.54 1467.02 1324.33 526.75 83.39 121.47 35.87 362.97 283.94 568.45 194.66 733.74 2852 2078.81 3271.23 0.06 100.8 308.62 1956.65 155.77
"2012-03-22" 1108.11 584.46 232.06 3048.52 1445.64 1719.38 439.12 645.75 207.85 286.51 2018.27 1465.58 1325.72 523.03 83.06 120.92 35.25 356.91 281.7 570.24 190.1 730.91 2790 2065.46 3174.12 0.06 99.84 308.02 1953.8 158
"2012-03-23" 1138.21 585.94 236.8 3030 1451.48 1734.3 440.04 644.82 219.09 287.15 1996.37 1452.59 1318.29 518.3 84.16 120.02 35.97 357.56 285.52 569.35 189.97 737.5 2803 2058.56 3220.3 0.06 100.45 313.63 1949.04 157.86
"2012-03-26" 1153.75 589.89 239.85 3069.89 1477.74 1743.8 444.05 646.69 217.2 291.44 2052.54 1480.97 1321.54 520.8 84.87 121.74 35.54 360.45 284.12 573.37 193.7 748.81 2775 2087.55 3203.16 0.06 100.8 314.89 1965.2 158.5
"2012-03-27" 1147.92 593.34 243.44 3039.03 1434.94 1741.99 434.33 645.29 214.84 289.43 2023.03 1472.8 1322 524.05 85.3 121.65 34.83 359.33 283.84 563.98 193.7 751.16 2867 2061.32 3224.11 0.06 101.33 314.28 1961.4 158.27
"2012-03-28" 1085.77 592.35 237.87 3020.51 1410.62 1704.91 431.33 635.1 214.84 285.87 2013.51 1468.95 1322 521.18 83.63 119.93 34.44 358.03 283.1 563.98 189.97 739.84 2861 2048.43 3156.99 0.06 98.67 312.75 1950.94 157.95
"2012-03-29" 1089.65 584.95 226.78 3023.36 1400.89 1698.12 422.86 629.44 210.87 285.96 1992.56 1457.89 1301.09 507.9 81.95 118.21 33.42 347.78 276.93 559.51 188.05 722.03 2783 2022.2 3213.63 0.06 97.11 304.72 1936.69 158.64
"2012-03-30" 1118.79 584.46 227.84 2992.02 1408.67 1725.26 426.22 637.93 213.71 288.7 2004.94 1445.38 1297.84 515.05 84.54 118.3 33.6 353.18 278.33 563.54 190.7 719.62 2764 2024.5 3280.75 0.06 96.37 306.48 1961.4 156.59
"2012-04-02" 1119.76 599.76 229.01 3067.52 1438.34 1777.26 434.42 642.65 215.78 294.72 2046.83 1488.19 1328.04 518.67 85.93 119.38 33.58 357.84 282.44 575.16 195.75 735.51 2775 2063.62 3385.48 0.06 97.48 310.2 1993.71 159.73
"2012-04-03" 1118.79 603.21 223.1 3085.09 1440.78 1749.68 427.79 637.46 215.12 293.54 2060.16 1483.38 1327.58 518.86 84.83 118.03 32.67 357.66 279.45 572.03 192.26 725.88 2689 2051.19 3361.2 0.06 96.83 308.62 1992.76 159.64
"2012-04-04" 1071.2 584.95 211.62 3016.23 1370.73 1697.67 416.55 620.94 209.65 282.77 1973.52 1458.85 1314.57 516.91 81.57 116.31 31.89 344.8 275.06 567.11 187.57 712.4 2610 2013.46 3243.15 0.06 95.36 302.72 1965.2 156.5
"2012-04-05" 1096.45 592.35 212.4 3016.71 1382.41 1724.81 420.28 599.71 209.84 285.14 1972.57 1465.58 1315.96 514.77 81.81 115.67 31.38 343.68 274.13 567.11 188.89 708.55 2582 2021.74 3294.08 0.06 96.09 301.38 1941.44 156.36
"2012-04-10" 1041.1 575.08 199.81 2969.22 1332.3 1656.52 410.37 617.17 206.34 286.15 1951.63 1445.86 1310.85 498.52 78.7 112.14 29.8 338.65 268.53 565.77 181.56 691.22 2472 1975.72 3147.47 0.06 94.71 292.78 1914.83 154.32
"2012-04-11" 1078 575.08 205.42 2971.6 1361.36 1678.23 409.36 612.45 201.25 289.06 1969.71 1450.19 1308.99 502.15 79.51 112.6 30.59 343.96 269.74 572.47 185.29 697.96 2526 2011.15 3176.5 0.06 94.34 296.27 1910.08 154.32
"2012-04-12" 1107.14 583.96 216.42 2997.71 1377.02 1724.35 409.91 624.72 207.19 287.97 2041.12 1478.57 1319.68 508.74 82.39 113.14 31.92 349.73 272.17 578.28 186.85 710.48 2596 2001.03 3319.79 0.06 95.63 302.63 1913.88 154.5
"2012-04-13" 1091.6 581 208.13 2972.07 1356.96 1708.53 407.15 610.56 204.83 286.24 2029.69 1461.73 1302.95 504.28 81.19 110.88 30.75 344.61 273.29 574.26 185.77 699.41 2505 1995.51 3280.75 0.06 94.99 299.1 1905.33 154.09
"2012-04-16" 1087.71 591.37 204.16 2977.3 1370.17 1711.69 408.16 611.03 203.61 290.89 2084.91 1484.82 1326.65 502.52 81.14 109.34 29.71 342.65 274.6 576.94 183 695.07 2427 1998.27 3275.04 0.06 93.98 298.03 1936.69 154.59
"2012-04-17" 1142.1 591.37 213.61 2991.07 1396.11 1742.44 416.96 622.36 207.38 290.16 2121.08 1510.79 1334.09 514.4 84.3 112.41 30.95 334.27 276.56 580.97 186.85 715.29 2520 2037.85 3348.83 0.06 95.73 304.9 1962.35 156.86
"2012-04-18" 1144.04 600.25 207.5 3030.95 1393.66 1757.37 410.97 630.85 204.55 289.7 2109.66 1516.57 1339.66 512.45 84.01 111.23 29.97 333.43 278.61 579.62 184.1 713.85 2443 2032.32 3370.25 0.06 94.62 298.17 1961.4 154.5
"2012-04-19" 1136.27 599.76 205.62 3061.82 1382.4 1754.65 405.49 628.02 204.17 289.61 2148.69 1528.59 1351.28 514.86 84.3 111.6 29.29 331.38 274.78 579.18 182.63 727.32 2384 2009.31 3344.07 0.06 95.63 297.24 1966.15 156.73
"2012-04-20" 1144.04 577.55 206.83 3080.81 1385.34 1781.79 400.7 636.51 205.97 294.54 2164.88 1521.86 1366.15 515.98 82.29 111.6 30.1 337.9 275.53 585.43 182.14 734.06 2402 2027.26 3376.91 0.06 96.65 298.91 1982.3 155.95
"2012-04-23" 1107.14 559.28 198.11 3051.85 1358.43 1717.12 395.95 640.76 199.08 290.71 2117.28 1497.81 1355 506.6 80.28 109.44 29.39 332.22 270.95 583.65 136.45 698.44 2313 2006.09 3214.11 0.06 93.98 296.55 1965.2 155.86
"2012-04-24" 1135.3 524.73 204.36 2998.19 1377.02 1733.85 402.31 634.15 201.72 294.27 2123.94 1503.58 1354.53 513.84 80.66 110.66 30.35 331.1 269.46 596.61 137.67 710 2330 2025.42 3251.24 0.06 94.44 302.26 1974.7 156.27
"2012-04-25" 1166.38 530.65 204.36 2990.59 1381.91 1750.58 398.35 633.21 203.89 293.14 2149.65 1514.16 1313.64 514.58 81.91 111.6 30.5 333.71 266.38 595.71 138.7 724.44 2322 2014.84 3313.12 6.73 94.99 303.87 1975.65 156.18
"2012-04-26" 1157.64 526.21 206.29 3016.71 1400.02 1763.7 409.36 629.91 203.98 292.76 2133.46 1509.83 1319.68 513.01 82.05 111.98 31.48 332.31 266.28 593.03 138.98 718.66 2358 2086.17 3305.51 6.81 94.71 300.9 2028.87 156.5
"2012-04-27" 1170.26 530.16 216.08 3025.73 1413.23 1778.17 411.29 629.91 200.96 295.13 2172.49 1514.64 1322.93 519.32 82.48 111.98 31.19 336.5 264.51 592.58 140.86 731.66 2435 2083.87 3335.5 6.83 96.46 304.78 2004.16 155.59
"2012-04-30" 1146.95 517.32 211.38 3000.09 1419.59 1785.86 410.05 639.82 198.98 290.02 2124.89 1492.04 1324.33 515.33 80.09 110.66 31.01 332.68 262.08 594.82 138.8 726.36 2427 2067.76 3267.9 6.74 96.74 304.2 1998.46 155.04
"2012-05-01" 1154.72 515.35 219.08 3039.03 1419.59 1844.19 406.64 652.08 204.74 295.13 2142.98 1510.31 1336.41 524.52 81.95 112.08 33.6 333.33 260.96 597.05 140.3 730.21 2530 2101.36 3337.4 6.98 97.29 305.98 2022.22 157.23
"2012-05-02" 1125.59 510.98 207.84 3027.63 1420.08 1824.75 399.73 661.99 201.53 292.01 2153.84 1529.55 1331.3 521.18 81.86 114.62 32.08 332.96 261.52 597.05 139.17 728.77 2477 2073.28 3274.09 6.89 97.11 304.83 2016.51 156.41
"2012-05-03" 1076.06 509.49 207.06 3067.99 1394.15 1805.3 401.48 664.35 203.79 291.63 2172.17 1553.12 1343.84 522.94 83.02 111.04 31.65 331.28 258.25 598.39 141.14 719.62 2455 2081.11 3201.73 7.03 96.83 305.02 2026.97 157.32
"2012-05-04" 1041.1 502.55 202.74 3023.83 1334.94 1734.75 388.99 662.94 202.85 289.83 2122.96 1538.21 1326.19 515.33 79.58 107.75 32.62 321.03 257.04 596.61 139.17 699.89 2447 2040.61 3060.36 6.99 95.91 305.98 1997.51 156.23
"2012-05-08" 1000.31 476.28 197.53 2953.55 1287.96 1682.75 382.41 649.72 202.47 292.1 2072.78 1490.59 1323.4 509.29 78.36 104.83 31.08 322.15 257.13 598.84 134.29 684 2346 1986.3 2958.49 6.85 96.46 310.05 1984.2 155.95
"2012-05-09" 1025.51 483.22 196.85 2962.1 1286 1685.91 376.95 645.01 205.02 294.46 2065.06 1497.81 1326.22 511.71 80.06 104.74 29.91 322.9 256.66 601.08 135.13 683.52 2346 1978.77 2977.05 6.92 95.17 307.22 1993.62 155.54
"2012-05-10" 1023.56 503.05 203.12 2936.46 1305.09 1692.7 383.01 653.03 199.64 293.14 2058.3 1476.64 1322.46 516.63 79.97 106.71 31.2 324.2 258.16 598.84 140.58 695.07 2305 1979.23 2998.47 6.87 95.36 306.89 1980.18 155.73
"2012-05-11" 1016.71 502.55 197.29 2977.3 1308.02 1685.91 387.3 654.44 197.94 299.95 2073.74 1504.06 1339.86 514.49 81.71 106.81 31.08 335.48 262.45 610.01 143.11 698.92 2296 1988.09 2991.33 6.89 95.54 310.34 2016.64 156.41
"2012-05-14" 993.25 486.99 184.64 2947.38 1262.51 1626.22 376.85 654.44 193.41 296.64 2050.58 1486.26 1335.15 506.69 80.06 103.98 29.38 327.37 260.49 601.52 138.89 688.82 2185 1949.39 2897.08 6.78 92.96 305.55 1988.82 154.27
"2012-05-15" 980.54 483.02 181.04 2958.78 1247.34 1597.28 373.59 653.03 195.68 291.53 2044.79 1493.96 1338.92 508.46 80.4 102.95 28.85 328.86 258.81 597.95 137.67 683.52 2134 1935.41 2811.87 6.79 93.05 302.91 1984.98 155
"2012-05-16" 989.34 482.73 183.91 2909.87 1242.94 1582.81 372.89 658.22 195.49 291.53 2105.59 1480.01 1337.04 501.22 79.97 103.98 28.67 325.23 261.63 594.82 137.01 674.38 2187 1937.74 2770.93 6.8 92.5 304.73 1955.24 152.68
"2012-05-17" 1003.03 473.31 176.96 2913.19 1207.22 1560.65 370.09 650.2 191.15 294.75 2079.53 1469.91 1325.28 488.74 79.48 102.67 27.65 322.9 257.78 603.31 134.38 660.42 2106 1920.95 2718.09 6.67 90.71 300.94 1948.52 150.86
"2012-05-18" 1011.83 465.88 171.31 2862.38 1218.96 1541.65 365.7 646.89 192.56 297.68 2020.67 1438.65 1320.11 478.14 76.52 102.19 25.95 314.04 260.38 595.71 130.81 640.68 2071 1906.03 2654.31 6.58 90.94 300.7 1941.81 149.41
"2012-05-21" 1006.94 473.81 175.11 2868.56 1234.13 1552.96 369.11 656.33 191.81 293.52 2068.92 1450.67 1317.28 481.7 77.15 102.48 26.42 315.16 259.61 597.95 131.09 645.01 2080 1906.97 2687.63 6.56 90.94 298.26 1943.73 150.04
"2012-05-22" 1051.91 485.5 183.77 2896.1 1245.39 1590.04 375.03 651.61 196.15 296.64 2139.36 1458.85 1331.86 490.71 77.35 105.86 27.61 320.85 257.3 598.39 135.7 666.19 2195 1945.66 2795.69 6.71 92.96 296.97 1947.57 156.41
"2012-05-23" 1008.89 478.17 175.59 2840.54 1203.3 1520.4 367.52 653.97 193.41 290.87 2091.11 1420.85 1308.82 476.17 74.63 103.32 26.51 314.88 256.63 596.61 131.94 638.76 2104 1901.37 2656.69 6.55 90.52 291.98 1925.5 154.22
"2012-05-24" 1004 490.86 180.26 2889.45 1241.96 1554.31 379.75 660.1 194.64 296.64 2104.62 1441.05 1325.75 483.02 75.21 104.36 26.91 319.82 259.99 600.63 134.48 660.42 2144 1934.94 2702.39 6.63 92.5 295.48 1944.69 156.13
